S_SRNUMBER1,M_RECORD_TYPE,M_RECORD_STATUS,M_CALL_RESULT,CIRCLE,Contacted / Not Contacted,Retained / Not Retained,RetainedCode,REGION,ZONE,Source,CC_REASON,CC_SUBREASON,Customer Segment,Service Segment,Customer Class
83206696,General,Updated,Answer,Karnataka,Contacted,Retained,,Bangalore,Bangalore East,Email,Shifting,Customer shifting to non wired city,Consumer,Platinum,Home
83206696,General,Updated,Answer,Karnataka,Contacted,Retained,,Bangalore,Bangalore East,Email,Shifting,Customer shifting to non wired city,Consumer,Platinum,Home
83206704,General,Updated,No Answer,Karnataka,Contacted,Retained,,Bangalore,Bangalore South,AES Email,Network Experience,Frequent Line Disconnection / Phone Dead,Business,Platinum,Commercial
83206704,General,Updated,Answer,Karnataka,Contacted,Retained,,Bangalore,Bangalore South,AES Email,Network Experience,Frequent Line Disconnection / Phone Dead,Business,Platinum,Commercial
83206704,General,Updated,Abandoned,Karnataka,Contacted,Retained,,Bangalore,Bangalore South,AES Email,Network Experience,Frequent Line Disconnection / Phone Dead,Business,Platinum,Commercial
83206756,General,Updated,Stale,Tamilnadu,Not Contacted,Flow to Field,,Chennai,ZONE3,Email,Low/No Usage,Usage shift to mobile/datacard/4G,Consumer,GoldNew,Individual
83206758,General,Updated,Dropped on No Answer,Karnataka,Contacted,Not Retained,,Bangalore,Bangalore South,Email,Low/No Usage,Taken a new competition connection,Consumer,Solitaire,Commercial
83206758,Campaign CallBack,Ready,Answer,Karnataka,Contacted,Not Retained,,Bangalore,Bangalore South,Email,Low/No Usage,Taken a new competition connection,Consumer,Solitaire,Commercial
83206758,General,Updated,Answer,Karnataka,Contacted,Not Retained,,Bangalore,Bangalore South,Email,Low/No Usage,Taken a new competition connection,Consumer,Solitaire,Commercial
83206758,General,Updated,Answer,Karnataka,Contacted,Not Retained,,Bangalore,Bangalore South,Email,Low/No Usage,Taken a new competition connection,Consumer,Solitaire,Commercial
83206758,Campaign CallBack,Ready,Answer,Karnataka,Contacted,Not Retained,,Bangalore,Bangalore South,Email,Low/No Usage,Taken a new competition connection,Consumer,Solitaire,Commercial
83206758,General,Updated,No Answer,Karnataka,Contacted,Not Retained,,Bangalore,Bangalore South,Email,Low/No Usage,Taken a new competition connection,Consumer,Solitaire,Commercial
83206758,General,Updated,Answer,Karnataka,Contacted,Not Retained,,Bangalore,Bangalore South,Email,Low/No Usage,Taken a new competition connection,Consumer,Solitaire,Commercial
83206826,General,Updated,Dropped on No Answer,Tamilnadu,Contacted,Not Retained,,Chennai,ZONE4,Email,Low/No Usage,Temporary Requirement,Consumer,Platinum,Individual
83206826,General,Updated,Answer,Tamilnadu,Contacted,Not Retained,,Chennai,ZONE4,Email,Low/No Usage,Temporary Requirement,Consumer,Platinum,Individual
83206826,General,Updated,No Answer,Tamilnadu,Contacted,Not Retained,,Chennai,ZONE4,Email,Low/No Usage,Temporary Requirement,Consumer,Platinum,Individual
83206826,General,Updated,Answer,Tamilnadu,Contacted,Not Retained,,Chennai,ZONE4,Email,Low/No Usage,Temporary Requirement,Consumer,Platinum,Individual
83206946,General,Updated,No Answer,Karnataka,Contacted,Retained,,Bangalore,Bangalore South,Email,Network Experience,Frequent Line Disconnection / Phone Dead,Consumer,Gold,Home
83206946,General,Updated,Answer,Karnataka,Contacted,Retained,,Bangalore,Bangalore South,Email,Network Experience,Frequent Line Disconnection / Phone Dead,Consumer,Gold,Home
83206946,General,Updated,Answer,Karnataka,Contacted,Retained,,Bangalore,Bangalore South,Email,Network Experience,Frequent Line Disconnection / Phone Dead,Consumer,Gold,Home
83206946,General,Updated,Answer,Karnataka,Contacted,Retained,,Bangalore,Bangalore South,Email,Network Experience,Frequent Line Disconnection / Phone Dead,Consumer,Gold,Home
83206946,General,Updated,Stale,Karnataka,Contacted,Retained,,Bangalore,Bangalore South,Email,Network Experience,Frequent Line Disconnection / Phone Dead,Consumer,Gold,Home
83206946,General,Updated,Answer,Karnataka,Contacted,Retained,,Bangalore,Bangalore South,Email,Network Experience,Frequent Line Disconnection / Phone Dead,Consumer,Gold,Home
83206948,General,Updated,No Answer,Karnataka,Contacted,Not Retained,,Bangalore,Bangalore East,Email,Low/No Usage,Temporary Requirement,Consumer,Platinum,Home
83206948,General,Updated,Answer,Karnataka,Contacted,Not Retained,,Bangalore,Bangalore East,Email,Low/No Usage,Temporary Requirement,Consumer,Platinum,Home
83206948,General,Updated,No Answer,Karnataka,Contacted,Not Retained,,Bangalore,Bangalore East,Email,Low/No Usage,Temporary Requirement,Consumer,Platinum,Home
83206990,General,Updated,Abandoned,Tamilnadu,Contacted,Retained,,TRICHY,Salem,Email,Low/No Usage,Excess Line,Consumer,Platinum,Commercial
83206990,General,Updated,Answer,Tamilnadu,Contacted,Retained,,TRICHY,Salem,Email,Low/No Usage,Excess Line,Consumer,Platinum,Commercial
83206990,General,Updated,Stale,Tamilnadu,Contacted,Retained,,TRICHY,Salem,Email,Low/No Usage,Excess Line,Consumer,Platinum,Commercial
83207274,General,Updated,Dropped on No Answer,Tamilnadu,Contacted,Not Retained,,Others,ZONE1,TITANIUM CC,Shifting,Already taken a new airtel connection,Consumer,Platinum,Individual
83207274,General,Updated,Answer,Tamilnadu,Contacted,Not Retained,,Others,ZONE1,TITANIUM CC,Shifting,Already taken a new airtel connection,Consumer,Platinum,Individual
83207274,General,Updated,Answer,Tamilnadu,Contacted,Not Retained,,Others,ZONE1,TITANIUM CC,Shifting,Already taken a new airtel connection,Consumer,Platinum,Individual
83207280,General,Updated,Abandoned,Gujarat,Contacted,Flow to Field,,AHMEDABAD,Ahmedabad,Email,Shifting,Shifting abroad,Consumer,Gold,Home
83207280,General,Updated,Answer,Gujarat,Contacted,Flow to Field,,AHMEDABAD,Ahmedabad,Email,Shifting,Shifting abroad,Consumer,Gold,Home
83207280,General,Updated,Answer,Gujarat,Contacted,Flow to Field,,AHMEDABAD,Ahmedabad,Email,Shifting,Shifting abroad,Consumer,Gold,Home
83207280,General,Updated,Answer,Gujarat,Contacted,Flow to Field,,AHMEDABAD,Ahmedabad,Email,Shifting,Shifting abroad,Consumer,Gold,Home
83207280,General,Ready,Others,Gujarat,Contacted,Flow to Field,,AHMEDABAD,Ahmedabad,Email,Shifting,Shifting abroad,Consumer,Gold,Home
83207280,General,Updated,Answer,Gujarat,Contacted,Flow to Field,,AHMEDABAD,Ahmedabad,Email,Shifting,Shifting abroad,Consumer,Gold,Home
83207280,General,Updated,Answer,Gujarat,Contacted,Flow to Field,,AHMEDABAD,Ahmedabad,Email,Shifting,Shifting abroad,Consumer,Gold,Home
83207280,General,Updated,Stale,Gujarat,Contacted,Flow to Field,,AHMEDABAD,Ahmedabad,Email,Shifting,Shifting abroad,Consumer,Gold,Home
83207280,General,Updated,Answer,Gujarat,Contacted,Flow to Field,,AHMEDABAD,Ahmedabad,Email,Shifting,Shifting abroad,Consumer,Gold,Home
83207290,General,Updated,Dropped on No Answer,Karnataka,Contacted,Flow to Field,,Bangalore,Bangalore North,WINBACK,Low/No Usage,Temporary Requirement,Consumer,Platinum,Home
83207290,General,Updated,Answer,Karnataka,Contacted,Flow to Field,,Bangalore,Bangalore North,WINBACK,Low/No Usage,Temporary Requirement,Consumer,Platinum,Home
83207290,General,Updated,Dropped on No Answer,Karnataka,Contacted,Flow to Field,,Bangalore,Bangalore North,WINBACK,Low/No Usage,Temporary Requirement,Consumer,Platinum,Home
83207290,General,Updated,Answer,Karnataka,Contacted,Flow to Field,,Bangalore,Bangalore North,WINBACK,Low/No Usage,Temporary Requirement,Consumer,Platinum,Home
83207290,General,Updated,Answer,Karnataka,Contacted,Flow to Field,,Bangalore,Bangalore North,WINBACK,Low/No Usage,Temporary Requirement,Consumer,Platinum,Home
83207290,General,Updated,Answer,Karnataka,Contacted,Flow to Field,,Bangalore,Bangalore North,WINBACK,Low/No Usage,Temporary Requirement,Consumer,Platinum,Home
83207486,General,Updated,No Answer,Tamilnadu,Contacted,Not Retained,,Others,ZONE2,Email,Low/No Usage,Temporary Requirement,Consumer,Platinum,Home
83207486,General,Updated,Answer,Tamilnadu,Contacted,Not Retained,,Others,ZONE2,Email,Low/No Usage,Temporary Requirement,Consumer,Platinum,Home
83207768,General,Updated,Stale,Tamilnadu,Contacted,Retained,,Chennai,ZONE4,Voice Call,Low/No Usage,Branch Closed,Consumer,Platinum,Individual
83207772,General,Updated,No Answer,Andhra Pradesh,Contacted,Not Retained,,Hyderabad,Hyderabad Zone2,Voice Call,Low/No Usage,Temporary Requirement,Consumer,GoldNew,Individual
83207772,General,Updated,Answer,Andhra Pradesh,Contacted,Not Retained,,Hyderabad,Hyderabad Zone2,Voice Call,Low/No Usage,Temporary Requirement,Consumer,GoldNew,Individual
83207776,General,Updated,Answer,Karnataka,Contacted,Not Retained,,Bangalore,Bangalore East,Email,Shifting,Customer already taken a new connection of competition,Consumer,GoldNew,Individual
83207776,General,Updated,Answer,Karnataka,Contacted,Not Retained,,Bangalore,Bangalore East,Email,Shifting,Customer already taken a new connection of competition,Consumer,GoldNew,Individual
83207808,General,Updated,Dropped on No Answer,Andhra Pradesh,Not Contacted,Flow to Field,,Hyderabad,Hyderabad Zone1,Email,Low/No Usage,Usage shift to mobile/datacard/4G,Consumer,Gold,Individual
83207808,General,Updated,Answer,Andhra Pradesh,Not Contacted,Flow to Field,,Hyderabad,Hyderabad Zone1,Email,Low/No Usage,Usage shift to mobile/datacard/4G,Consumer,Gold,Individual
83207878,General,Updated,Stale,Karnataka,Contacted,Not Retained,,Bangalore,Bangalore South,Email,Shifting,"Shifting Not Possible - Distance Norms, Tags Unavailable, RoW/Permission",Consumer,Platinum,Home
83207920,General,Updated,Answer,Andhra Pradesh,Contacted,Not Retained,,Hyderabad,Hyderabad Zone1,CyberNET,Shifting,"Shifting Not Possible - Distance Norms, Tags Unavailable, RoW/Permission",Consumer,Gold,Individual
83207982,General,Updated,Stale,Mumbai,Contacted,Retained,,Others,Central Mumbai,Voice Call,Affordability Issue,Financial Inability,Consumer,Platinum,Home
83207996,General,Updated,Answer,Karnataka,Contacted,Retained,,Belgaum,BELGAUM,Retention,Shifting,Shifting abroad,Consumer,Gold,Home
83208008,General,Updated,Abandoned,Tamilnadu,Contacted,Not Retained,,Others,ZONE1,Walkin,Competition,Lower rental with same or higher speed/GB,Consumer,Platinum,Home
83208008,General,Updated,Answer,Tamilnadu,Contacted,Not Retained,,Others,ZONE1,Walkin,Competition,Lower rental with same or higher speed/GB,Consumer,Platinum,Home
83208062,General,Updated,Answer,Maharashtra,Contacted,Not Retained,,PUNE,Pune,Retention,Shifting,Shifting to non-wired area,Consumer,Platinum,Home
83208062,General,Updated,Answer,Maharashtra,Contacted,Not Retained,,PUNE,Pune,Retention,Shifting,Shifting to non-wired area,Consumer,Platinum,Home
83208070,General,Updated,Abandoned,Tamilnadu,Contacted,Retained,,Chennai,ZONE3,Email,Low/No Usage,Taken a new competition connection,Consumer,Platinum,Individual
83208070,General,Updated,Stale,Tamilnadu,Contacted,Retained,,Chennai,ZONE3,Email,Low/No Usage,Taken a new competition connection,Consumer,Platinum,Individual
83208138,General,Updated,No Answer,Andhra Pradesh,Not Contacted,Flow to Field,,Hyderabad,Hyderabad Zone1,Voice Call,Low/No Usage,Temporary Requirement,Consumer,Gold,Individual
83208138,General,Updated,Answer,Andhra Pradesh,Not Contacted,Flow to Field,,Hyderabad,Hyderabad Zone1,Voice Call,Low/No Usage,Temporary Requirement,Consumer,Gold,Individual
83208214,General,Updated,Answer,Andhra Pradesh,Contacted,Not Retained,,Hyderabad,Hyderabad Zone2,Voice Call,Shifting,Customer shifting to non wired city,Consumer,Gold,Individual
83208248,General,Updated,Answer,Mumbai,Contacted,Not Retained,,Others,Thane and Raigad,Out Call,Network Experience,Modem/ Wifi Modem Faulty,Consumer,Gold,Home
83208248,General,Updated,Answer,Mumbai,Contacted,Not Retained,,Others,Thane and Raigad,Out Call,Network Experience,Modem/ Wifi Modem Faulty,Consumer,Gold,Home
83208248,General,Updated,Answer,Mumbai,Contacted,Not Retained,,Others,Thane and Raigad,Out Call,Network Experience,Modem/ Wifi Modem Faulty,Consumer,Gold,Home
83208248,General,Updated,Answer,Mumbai,Contacted,Not Retained,,Others,Thane and Raigad,Out Call,Network Experience,Modem/ Wifi Modem Faulty,Consumer,Gold,Home
83208256,General,Updated,Stale,Karnataka,Contacted,Retained,,Bangalore,Bangalore East,Email,Network Experience,Browsing Experience,Consumer,Platinum,Home
83208332,General,Updated,No Answer,Andhra Pradesh,Not Contacted,Flow to Field,,Hyderabad,Hyderabad Zone2,Email,Shifting,Shifting abroad,Consumer,Gold,Individual
83208332,General,Updated,Answer,Andhra Pradesh,Not Contacted,Flow to Field,,Hyderabad,Hyderabad Zone2,Email,Shifting,Shifting abroad,Consumer,Gold,Individual
83208344,General,Updated,Abandoned,Tamilnadu,Contacted,Not Retained,,Others,ZONE2,Walkin,Low/No Usage,Branch Closed,Consumer,Platinum,Individual
83208344,General,Updated,Answer,Tamilnadu,Contacted,Not Retained,,Others,ZONE2,Walkin,Low/No Usage,Branch Closed,Consumer,Platinum,Individual
83208344,General,Updated,No Answer,Tamilnadu,Contacted,Not Retained,,Others,ZONE2,Walkin,Low/No Usage,Branch Closed,Consumer,Platinum,Individual
83208350,General,Updated,Answer,Karnataka,Contacted,Not Retained,,Bangalore,Bangalore South,TITANIUM CC,Shifting,"Shifting Not Possible - Distance Norms, Tags Unavailable, RoW/Permission",Consumer,Platinum,Home
83208396,General,Updated,Abandoned,Gujarat,Contacted,Not Retained,,AHMEDABAD,Ahmedabad,Voice Call,Bill Related Issues,Excess Billing / Bill Spike - Data Usage,Business,Platinum,Commercial
83208396,General,Updated,Answer,Gujarat,Contacted,Not Retained,,AHMEDABAD,Ahmedabad,Voice Call,Bill Related Issues,Excess Billing / Bill Spike - Data Usage,Business,Platinum,Commercial
83208552,General,Updated,Abandoned,Tamilnadu,Not Contacted,Flow to Field,,MADURAI,Madurai,Walkin,Low/No Usage,Branch Closed,Consumer,Platinum,Home
83208552,General,Updated,Answer,Tamilnadu,Not Contacted,Flow to Field,,MADURAI,Madurai,Walkin,Low/No Usage,Branch Closed,Consumer,Platinum,Home
83208552,General,Updated,SIT RO,Tamilnadu,Not Contacted,Flow to Field,,MADURAI,Madurai,Walkin,Low/No Usage,Branch Closed,Consumer,Platinum,Home
83208552,General,Updated,Answer,Tamilnadu,Not Contacted,Flow to Field,,MADURAI,Madurai,Walkin,Low/No Usage,Branch Closed,Consumer,Platinum,Home
83208552,General,Updated,SIT RO,Tamilnadu,Not Contacted,Flow to Field,,MADURAI,Madurai,Walkin,Low/No Usage,Branch Closed,Consumer,Platinum,Home
83208554,General,Updated,Stale,Tamilnadu,Contacted,Retained,,Chennai,ZONE4,Shifting Rejects,Shifting,"Shifting Not Possible - Distance Norms, Tags Unavailable, RoW/Permission",Consumer,Platinum,Commercial
83208558,General,Updated,Answer,Tamilnadu,Contacted,Retained,,Others,ZONE1,Email,Low/No Usage,Branch Closed,Consumer,GoldNew,Individual
83208558,General,Ready,Others,Tamilnadu,Contacted,Retained,,Others,ZONE1,Email,Low/No Usage,Branch Closed,Consumer,GoldNew,Individual
83208558,General,Updated,Stale,Tamilnadu,Contacted,Retained,,Others,ZONE1,Email,Low/No Usage,Branch Closed,Consumer,GoldNew,Individual
83208558,General,Updated,Answer,Tamilnadu,Contacted,Retained,,Others,ZONE1,Email,Low/No Usage,Branch Closed,Consumer,GoldNew,Individual
83208558,General,Updated,No Answer,Tamilnadu,Contacted,Retained,,Others,ZONE1,Email,Low/No Usage,Branch Closed,Consumer,GoldNew,Individual
83208558,General,Updated,Dropped on No Answer,Tamilnadu,Contacted,Retained,,Others,ZONE1,Email,Low/No Usage,Branch Closed,Consumer,GoldNew,Individual
83208592,General,Updated,Abandoned,Tamilnadu,Contacted,Retained,,Others,ZONE2,Walkin,Shifting,Shifting abroad,Consumer,GoldNew,Individual
83208592,General,Updated,Answer,Tamilnadu,Contacted,Retained,,Others,ZONE2,Walkin,Shifting,Shifting abroad,Consumer,GoldNew,Individual
83208592,General,Updated,Answer,Tamilnadu,Contacted,Retained,,Others,ZONE2,Walkin,Shifting,Shifting abroad,Consumer,GoldNew,Individual
83208598,General,Updated,Stale,Tamilnadu,Contacted,Retained,,Chennai,ZONE3,Solitaire inbound,Shifting,Already taken a new airtel connection,Consumer,Platinum,Individual
83208648,General,Updated,Dropped on No Answer,Karnataka,Not Contacted,Flow to Field,,Bangalore,Bangalore South,TITANIUM CC,Shifting,Shifting abroad,Consumer,Platinum,Home
83208648,General,Updated,Answer,Karnataka,Not Contacted,Flow to Field,,Bangalore,Bangalore South,TITANIUM CC,Shifting,Shifting abroad,Consumer,Platinum,Home
83208648,General,Updated,Answer,Karnataka,Not Contacted,Flow to Field,,Bangalore,Bangalore South,TITANIUM CC,Shifting,Shifting abroad,Consumer,Platinum,Home
83208648,General,Updated,Dropped on No Answer,Karnataka,Not Contacted,Flow to Field,,Bangalore,Bangalore South,TITANIUM CC,Shifting,Shifting abroad,Consumer,Platinum,Home
83208648,General,Updated,Answer,Karnataka,Not Contacted,Flow to Field,,Bangalore,Bangalore South,TITANIUM CC,Shifting,Shifting abroad,Consumer,Platinum,Home
83208648,General,Updated,Answer,Karnataka,Not Contacted,Flow to Field,,Bangalore,Bangalore South,TITANIUM CC,Shifting,Shifting abroad,Consumer,Platinum,Home
83208648,General,Updated,Answer,Karnataka,Not Contacted,Flow to Field,,Bangalore,Bangalore South,TITANIUM CC,Shifting,Shifting abroad,Consumer,Platinum,Home
83208648,General,Updated,Dropped on No Answer,Karnataka,Not Contacted,Flow to Field,,Bangalore,Bangalore South,TITANIUM CC,Shifting,Shifting abroad,Consumer,Platinum,Home
83208648,General,Updated,Dropped on No Answer,Karnataka,Not Contacted,Flow to Field,,Bangalore,Bangalore South,TITANIUM CC,Shifting,Shifting abroad,Consumer,Platinum,Home
83208648,General,Updated,Dropped on No Answer,Karnataka,Not Contacted,Flow to Field,,Bangalore,Bangalore South,TITANIUM CC,Shifting,Shifting abroad,Consumer,Platinum,Home
83208648,General,Updated,Answer,Karnataka,Not Contacted,Flow to Field,,Bangalore,Bangalore South,TITANIUM CC,Shifting,Shifting abroad,Consumer,Platinum,Home
83208648,General,Updated,Dropped on No Answer,Karnataka,Not Contacted,Flow to Field,,Bangalore,Bangalore South,TITANIUM CC,Shifting,Shifting abroad,Consumer,Platinum,Home
